categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ARGEL,Du 13/02/2019 au 27/09/2019,ARGEL,Teneur en oxyde d'éthylène supérieure à la limite autorisée par la règlementation européenne dans la gomme de guar rentrant dans la composition des produits
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ARGEL,Du 08/03/2019 au 20/09/2019,ARGEL,Teneur en oxyde d'éthylène supérieure à la limite autorisée par la règlementation européenne dans la gomme de guar rentrant dans la composition des produits
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ARGEL,Du 13/02/2019 au 26/09/2019,ARGEL,Teneur en oxyde d'éthylène supérieure à la limite autorisée par la règlementation européenne dans la gomme de guar rentrant dans la composition des produits
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ARGEL,Du 09/07/2018 au 30/07/2021,ARGEL,Teneur en oxyde d'éthylène supérieure à la limite autorisée par la règlementation européenne dans la gomme de guar rentrant dans la composition des produits
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ARGEL,Du 22/05/2018 au 22/10/2018,ARGEL,Teneur en oxyde d'éthylène supérieure à la limite autorisée par la règlementation européenne dans la gomme de guar rentrant dans la composition des produits
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,SANS MARQUE,Du 10/01/2020 au 22/07/2021,ARGEL,Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans la gomme guar rentrant dans la composition des produits.
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,SANS MARQUE,Du 16/04/2018 au 25/09/2020,ARGEL,Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans la gomme guar rentrant dans la composition des produits.
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,SANS MARQUE,Du 23/04/2018 au 24/10/2020,ARGEL,Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans la gomme guar rentrant dans la composition des produits.
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,SANS MARQUE,Du 02/03/2019 au 25/07/2019,ARGEL,Teneur en oxyde d’éthylène supérieure à la limite autorisée par la réglementation européenne dans la gomme guar rentrant dans la composition des produits.
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,SANS MARQUE,Du 04/04/2019 au 25/07/2019,ARGEL,Teneur en oxyde d'éthylène supérieure à la limite autorisée par la règlementation européenne dans la gomme de guar rentrant dans la composition des produits
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 12/07/2018 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 11/07/2018 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 25/07/2018 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,TOP BUDGET,Du 27/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,TOP BUDGET,Du 02/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,TOP BUDGET,Du 12/08/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,TOP BUDGET,Du 10/09/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 13/09/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 14/08/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 14/08/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 12/08/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 26/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 03/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 16/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 12/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 19/02/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 08/08/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 06/09/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 08/02/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 26/04/2018 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 22/03/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 10/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 10/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 29/08/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 25/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 11/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 26/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 11/09/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 29/03/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 26/02/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 26/03/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 12/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 11/09/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Autres,Divers,Choc électrique,ASEEL,NA,SARL WZ (deux point de vente sur Saint paul au Bazar du Centre 38 Marius et Ary Leblond  97460 Saint Paul telephone 0262017541 et au Sugar Shop 19 rue Sarda Garriga 97419 La Possession telephone 0262497966),CHOC ELECTRIQUE
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 13/03/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 16/08/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 11/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 23/03/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 23/01/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 04/05/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 14/06/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 27/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 22/06/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 29/03/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 28/02/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 30/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 25/03/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 26/03/2018 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 29/03/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 13/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 19/08/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 10/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 12/08/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 13/08/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 06/09/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 05/04/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,NETTO,Du 06/09/2019 au 25/02/2022,NETTO,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 04/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 27/07/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 14/08/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 16/11/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 18/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 19/02/2019 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
Alimentation,Lait et produits laitiers,Autres contaminants chimiques,ADELIE,Du 18/04/2018 au 25/02/2022,INTERMARCHE,Teneur supérieure à la limite autorisée en oxyde d’éthylène dans un ingrédient
