categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Viandes,Salmonella,Vallégrain,Du 01/02/2023 au 02/02/2023,U express et Intermarché,Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,sans marque,Du 01/02/2023 au 02/02/2023,"Auchan, super U, carrefour, Leclerc et Intermarché",Présence de Salmonelle détectée
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",Suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",Suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",Suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",Suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autes petits commerces, ou GMS (Grandes et Moyennes Surfaces)",Suspicion de présence et présence de listéria monocytogènes selon les lots
Alimentation,Viandes,Salmonella,sans marque,Du 30/01/2023 au 08/02/2023,INTERMARCHE AMANCY,présence de salmonelles
Alimentation,Viandes,Listeria,fabrication maison,Du 02/02/2023 au 03/02/2023,Maison Benoist,Présence de Listeria monocytogènes
Alimentation,Viandes,Salmonella,Sans marque,Du 01/02/2023 au 02/02/2023,U express et Jardin d'Imber,Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,Vallégrain,Du 01/02/2023 au 02/02/2023,Alvidis,Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,Sans marque,Du 01/02/2023 au 02/02/2023,"U express, Boucherie artisanale",Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,Sans marque,Du 01/02/2023 au 02/02/2023,"Boucheries artisanales, Alvidis",Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,Vallégrain,Du 01/02/2023 au 02/02/2023,"Alvidis, intermarché et boucherie artisanale",Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,Sans marque,Du 01/02/2023 au 02/02/2023,Boucherie artisanale,Présence de Salmonelle détectée
Alimentation,Viandes,Salmonella,Sans marque,Du 01/02/2023 au 02/02/2023,Boucherie,Présence de Salmonelle détectée
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",Suspicion de présence et présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence et présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tous types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence et présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,Pâturages Comtois,NA,"Système U Mulhouse 
Système U Saint Just",Présence de Listéria Monocytogenes
Alimentation,Viandes,Salmonella,DIRECT VIANDES - FRAIS ICI - MARCHE OCCITAN - OPARADIS - EPICERIE MARINA -,Du 06/02/2023 au 09/02/2023,MARCHE OCCITAN 31 BALMA-MARCHE OCCITAN BORDEROUGE 31 TOULOUSE-MARCHE OCCITAN 31 TOURNEFEUILLE-DIRECT VIANDES 31 LA ROSERAIE-DIRECT VIANDES 09 PAMIERS-OPARADIS 31 AUTERIVE-FRAIS D'ICI 09 FOIX-EPICERIE MARINA 09 MONTAUT-VIVAL CASINO 09 VILLENEUVE PAREA,PRESENCE SALMONELLES DANS 10GR
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,société coopérative agricole des producteurs de reblochon (74) THONES,suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SOCIETE LAITIERE DE VICHY,Du 01/10/2022 au 04/02/2023,"Tout types de : crèmeries, fromageries, autres petits commerces, ou GMS (Grandes et Moyennes Surfaces)",suspicion de présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,Beurre doux Le Bosquet,Du 24/01/2023 au 28/01/2023,"vente à la ferme, fromagerie",Listeria monocytogenes (agent responsable de la listériose)
Alimentation,Viandes,Salmonella,Neutre / Id'halal,Du 06/02/2023 au 13/02/2023,Voir liste vendeur,Présence de salmonelle sur un ingrédient
Alimentation,Viandes,Salmonella,JEAN ROZE,Du 09/02/2023 au 13/02/2023,PDV ITM,Présence de Salmonelle
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Sans marque,Du 27/01/2023 au 07/02/2023,E.Leclerc Luçon,Détection de Listéria monocytogenes
Alimentation,Viandes,Listeria,Leclerc Aire sur la Lys,Du 04/02/2023 au 11/02/2023,Leclerc Aire sur la Lys,Détection de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,SANS MARQUE,Du 21/01/2023 au 06/02/2023,CENTRE E.LECLERC DE SAINT AMAND LES EAUX,PRESENCE DE LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,Leclerc Aire sur la Lys,Du 28/01/2023 au 07/02/2023,Leclerc Aire sur la Lys,Détection de Listeria monocytogenes
Alimentation,Viandes,Listeria,U,NA,Magasins U,Non conformité microbiologique : présence de listeria
Alimentation,Lait et produits laitiers,Listeria,GFA Le grand Chemin,Du 06/02/2023 au 09/02/2023,"Magasin de la ferme,",Détection de listeria
Alimentation,Produits de la pêche et d'aquaculture,Listeria,ATELIER SAUMEXTRA,Du 01/02/2023 au 03/02/2023,"BOUCHERIE ST NICOLAS
CARREFOUR GRAND MAINE
LA BOUTIQUE ASSOCIATIVE
LES 5 FERMES
MAISON DU FRAIS ORMOY
PROXI DENEE
PROXI SAINT LEONARD
SOCIETE REYNAUD",Présence de listéria monocytogènes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,PRODUIT VENDU A LA DECOUPE,Du 20/01/2023 au 06/02/2023,LECLERC DUNOIS CHATEAUDUN,Présence de Listéria Monocytogènes.
Alimentation,Lait et produits laitiers,Listeria,SANS,Du 09/01/2023 au 16/02/2023,CHARRADE,CONTAMINATION PAR LISTERIA
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Sans marque,Du 26/01/2023 au 07/02/2023,E.LECLERC Parthenay,Présence de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Sans marque,Du 18/01/2023 au 21/01/2023,SODIROCHE (La roche Sud),Présence de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Sans marque,NA,E.Leclerc La Rochelle,Détection Listeria Monocytogenes chez le fournisseur SAUMEXTRA-NAUTILUSFOOD
Alimentation,Produits de la pêche et d'aquaculture,Listeria,ELABOREE SUR PLACE,Du 09/02/2023 au 13/02/2023,E.Leclerc Geispolsheim,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,VOLAE,Du 16/02/2023 au 20/02/2023,Intermarché,Suspicion de présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,INTERMARCHE PRE EMBALLE,Du 01/02/2023 au 16/02/2023,Intermarché Rodez,CONTAMINATION PAR LISTERIA
Alimentation,Viandes,Salmonella,E.Leclerc Schiltigheim,Du 02/02/2023 au 04/02/2023,Centre E.Leclerc Schiltigheim,Mise en évidence de la présence de salmonelles
Alimentation,Plats préparés et snacks,Listeria,"Sans marque, ficelle picarde vendue en vrac",Du 14/02/2023 au 21/02/2023,"Les halles modernes
Boucheries de la Halle",Suspicion de présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Fourmes fermières de Rochefort Montagne,Du 24/01/2023 au 23/02/2023,"- France Frais Auvergne
- Centre E-Leclerc S.A Sodicler Le brezet",Listéria
Alimentation,Viandes,Salmonella,AUCHAN,Du 16/02/2023 au 23/02/2023,MAGASIN AUCHAN LEERS,Présence de salmonelles
Alimentation,Viandes,Salmonella,JEAN ROZE,Du 22/02/2023 au 28/02/2023,Intermarché,Présence de Salmonelles
Alimentation,Lait et produits laitiers,Listeria,Fourmes fermières de Rochefort Montagne,Du 13/12/2022 au 21/02/2023,"- France Frais Auvergne
- Centre E-Leclerc S.A Sodicler Le brezet
- Centre E-Leclerc La Pardieu
- Fromagerie Nivesse Clermont-Ferrand
- Etablissement Charrade Neussargues",Listéria
Alimentation,Viandes,Listeria,SANS MARQUE - ELABORE DANS NOS ATELIERS,NA,Centre E.Leclerc de Lure,Détection de listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SANS MARQUE,Du 20/12/2022 au 23/02/2023,Leclerc La Pardieu Clermont-Ferrand,Présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Sans marque,Du 20/12/2022 au 23/02/2023,E.Leclerc Le Brézet - Clermont-Ferrand,Présence de listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,GAEC DE LA MONTAGNE,Du 10/01/2023 au 24/02/2023,"FROMAGERIE NIVESSE 
REBATET FRUITS",LISTERIA MONOCYTOGENES
Alimentation,Viandes,Listeria,TRADILEGE,Du 27/02/2023 au 01/03/2023,E.LECLERC,Présence listéria
Alimentation,Plats préparés et snacks,Listeria,TRAITEUR,Du 27/02/2023 au 01/03/2023,E.LECLERC HAZEBROUCK,"Lors de l'assemblage des galettes chèvre et complète il est utilisé du Râpé de
jambon fumé VPF 150g Tradilège qui est concerné par un rappel produit suite à la mise en évidence de la présence de
Listeria monocytogenes."
Alimentation,Produits de la pêche et d'aquaculture,Listeria,Herens et aucune marque,Du 27/01/2023 au 30/01/2023,"Vitafrais
Les Viviers cathares",Présence de listéria à DLC du produit
Alimentation,Autres,Listeria,PEGUET SAVOIE,Du 25/02/2023 au 03/03/2023,"SCHIEVER, SHERPA",Présence Listeria monocytogenes
Alimentation,Viandes,Listeria,DOSTLAR'S,Depuis le 27/12/2022,SOFRIGU,PRESENCE DE LISTERIA
Alimentation,Viandes,Salmonella,Maison Milhau,Du 24/02/2023 au 27/03/2023,"Socamil, Hyper U, Intermarché, Netto, Super U, Sodibag, Roussaly, Auchan, Carrefour, SAS le Friboul",Détection de salmonelle dans 10 grs
Alimentation,Viandes,Salmonella,CHARCUTERIE COMMENGES,Du 03/03/2023 au 09/03/2023,GMS - EPICERIE - COLLECTIVITE,PRESENCE DE SALMONELLE DANS UNE ANALYSE D'ECHANTILLON DE MERGUEZ
Alimentation,Lait et produits laitiers,Listeria,Rayon Fromage à la coupe,Du 17/12/2022 au 06/02/2023,Leclerc de Trélissac,Détection de Listéria monocytogènes
Alimentation,Lait et produits laitiers,Listeria,SANS MARQUE,Du 09/02/2023 au 07/03/2023,Intermarché Aubusson,Analyse non conforme listeria sur le produit
Alimentation,Viandes,Salmonella,ANDRE BAZIN,Du 25/02/2023 au 06/03/2023,E.LECLERC Lure,Détection de salmonelles
Alimentation,Autres,Listeria,Reflets de France,Du 08/02/2023 au 17/02/2023,Carrefour,Suspicion de présence de Listeria monocytogenes.
Alimentation,Viandes,Salmonella,SANS MARQUE,Du 25/02/2023 au 01/03/2023,E.Leclerc Pau,Détection de la présence de Salmonelles
Alimentation,Viandes,Salmonella,Sans marque,Du 22/02/2023 au 04/03/2023,Livraison des consommateurs à domicile,Présence salmonelle
Alimentation,Viandes,Listeria,Saveurs des mauges,Du 02/03/2023 au 10/03/2023,Grandes et moyennes surfaces,Detection de Listeria monocytogenes
Alimentation,Autres,Salmonella,BULOTS CUITS NATURE VENDUS A L'ETAL POISSONNERIE,NA,AUCHAN SEMECOURT,PRESENCE DE SALMONELLE
Alimentation,Lait et produits laitiers,Listeria,Le Buron,Du 18/02/2023 au 04/03/2023,INTERMARCHE 51490 PONTFAVERGER M,analyse bacteriologique faite par aqualeha non conforme ( présence de listeria
Alimentation,Viandes,Salmonella,BOUCHERIE COSME,Du 06/03/2023 au 09/03/2023,E LECLERC - SUPER U,Suspicion de présence de Salmonelles
Alimentation,Viandes,Listeria,GAST,Du 07/03/2023 au 29/03/2023,"LECLERC LUX
CHAZAL LA RAVOIRE
CASINO ST ETIENNE NORD
LE DOMAINE DE LIMAGNE TAIN L'HERMITAGE
SARL PICOT PRIMEURS
CASINO TASSIN 
PROXI SERVICE LES 3 BOUCHONS
SPAR CHAMPIER",détection de présence de Listéria
Alimentation,Viandes,Listeria,L'atelier du haché - Montagnes Saveurs,Du 09/03/2023 au 13/03/2023,"Restaurateur indépendant
8 a huit
les halles savoyardes",Présence Listeria
Alimentation,Viandes,Salmonella,AFFRAIS,Du 07/03/2023 au 10/03/2023,MANGEONS FRAIS,Détection de présence de salmonelle
Alimentation,Lait et produits laitiers,Listeria,Sans Marque,Du 23/02/2023 au 02/03/2023,"marché de Jans, vente à la ferme, Manger Bio Pays de La Loire, Le Kiosque Paysan, liste professionnels jointe",Contamination Listeria Monocytogenes
Alimentation,Viandes,Listeria,BRISSON,Du 03/03/2023 au 08/03/2023,Intermarché de Chérisy,Contamination listeria
Alimentation,Viandes,Listeria,Vendu au rayon traiteur traditionnel,Du 06/03/2023 au 09/03/2023,Centre E. Leclerc  ZI NORD 67600 Sélestat,Mise en évidence de la présence de listeria mocytogenes
Alimentation,Lait et produits laitiers,Listeria,Sans marque,Du 09/02/2023 au 07/03/2023,"Leclerc, crèmeries",Présence de Listeria monocytogènes
Alimentation,Viandes,Salmonella,sans,Du 07/03/2023 au 12/03/2023,Intermarché Jeumont,présence de salmonelles
Alimentation,Viandes,Listeria,sans marque,NA,Carrefour,Présence de Listéria
Alimentation,Lait et produits laitiers,Listeria,KER ARGOET,Du 21/02/2023 au 15/03/2023,"GRAND FRAIS, FRESH, Mon Marché",détection de Listeria Monocytogenes.
Alimentation,Lait et produits laitiers,Listeria,Le Gall,Du 17/02/2023 au 27/02/2023,"AUCHAN, CARREFOUR, INTERMARCHE, LECLERC, SAMADA",Détection de Listeria Monocytogenes.
Alimentation,Viandes,Salmonella,Neutre / Id'halal / Medina Halal,Du 13/03/2023 au 17/03/2023,Voir liste vendeur,"Présence de salmonelle sur les saucisses corizo, merguez et saucisse fromage"
Alimentation,Viandes,Salmonella,SANS,Du 10/03/2023 au 10/03/2023,INTERMARCCHE - CHALONS EN CHAMPAGNE,PRESENCE DE SALMONELLES DANS STEAK HACHE A LA DEMANDE
Alimentation,Viandes,Listeria,GAST,Du 17/03/2023 au 21/03/2023,"CARREFOUR
COMPTOIR MODERNE
CARREFOUR VILLEURBANNE
CASINO SHOP COLIGNY
AUCHAN ST PRIEST
AUCHAN ST GENIS
AUCHAN SUPERMARCHE MASSIEUX
SUPER U BOILEAU
CHAZAL",détection de présence de Listéria
Alimentation,Autres,Listeria,Kérandou,Du 09/03/2023 au 15/03/2023,"Magasins bio, grandes surfaces",mise en évidence de la présence de Listeria monocytogenes
